codigo,cpf,nome,nascimento,Descricao,estado-civil,cep,bairro,cidade,uf,fone,celular,email,data-pri,data-ult,limite,sexo,Nro-Compras,Idade
26399,44741601501,BEATRIZ QUEIROZ CAMPOS JESUS,,CLIENTE ATIVO,SOLTEIRO,34000273,.,NOVA LIMA,MG,,,beatriz_026399@sgasoft.com.br,2023-12-28,2024-05-10,0.0,Feminino,1,0
26410,12749775094,GABRIEL ALVES COELHO CARDOSO,,CLIENTE ATIVO,SOLTEIRO,31620000,EUROPA,BELO HORIZONTE,MG,,,gabriel_026410@sgasoft.com.br,2023-12-29,2024-03-09,0.0,Masculino,2,0
26416,48602171609,GUSTAVO MOURA LIMA BEZERRA,1977-09-11,CLIENTE ATIVO,SOLTEIRO,34505140,.,SABARA,MG,,,gustavo_026416@sgasoft.com.br,2023-12-29,2024-04-03,0.0,Masculino,2,47
26420,75610119030,LUCCA ALVES SA TEIXEIRA,1998-10-16,CLIENTE SPC - ARQUIVO,OUTROS,34505660,ALTO DO CABRAL,SABARA,MG,,39990499950,lucca_026420@sgasoft.com.br,2023-12-30,2024-08-06,0.0,Masculino,5,26
26472,52329872240,NATALIA COELHO CARVALHO ELIAS,1994-12-18,CLIENTE ATIVO,SOLTEIRO,34545760,SANTANA,SABARA,MG,,32999272994,natalia_026472@sgasoft.com.br,2024-01-04,2024-07-27,0.0,Feminino,5,30
26493,73199370772,BARBARA SARAIVA SA CASTRO,1996-02-17,CLIENTE ATIVO,OUTROS,34555280,ROSARIO,SABARA,MG,79131396,30975733543,barbara_026493@sgasoft.com.br,2024-01-05,2024-12-04,680.0,Feminino,8,28
26505,08550633780,JACKSON BORGES SAMPAIO GOMES,,CLIENTE ATIVO,SOLTEIRO,34000273,.,NOVA LIMA,MG,,,jackson_026505@sgasoft.com.br,2024-01-06,2024-03-01,0.0,Masculino,1,0
26578,88064706637,HENRIQUE ALBUQUERQUE CALDAS CASTRO,2063-01-31,CLIENTE SPC - ARQUIVO,OUTROS,34800000,CENTRO,CAETE,MG,994716764,999649770,henrique_026578@sgasoft.com.br,2024-01-10,2024-08-06,380.0,Masculino,4,62
26596,95842006316,THEO SOUSA PINTO BRAGA,1978-01-10,CLIENTE ATIVO,SOLTEIRO,34585110,VILA RICA,SABARA,MG,,36902007265,theo_026596@sgasoft.com.br,2024-01-11,2024-04-26,0.0,Masculino,5,47
26597,90879735945,CAROLINA CUNHA DIAS MARTINS,,CLIENTE ATIVO,SOLTEIRO,34000273,.,NOVA LIMA,MG,,,carolina_026597@sgasoft.com.br,2024-01-12,2024-03-13,0.0,Feminino,1,0
26604,20267737696,EMANUEL TEIXEIRA PEIXOTO MENEZES,2007-08-01,CLIENTE INTERNO,OUTROS,34012354,FAZENDA DO BENITO,NOVA LIMA,MG,72197277872,,emanuel_026604@sgasoft.com.br,2024-01-12,2024-08-22,300.0,Masculino,12,17
26621,33128307709,CLARA COSTA BEZERRA MARTINS,,CLIENTE INTERNET,,86088070,CONJUNTO SEMIRAMIS B,LONDRINA,PR,,43999379753,clara_026621@sgasoft.com.br,2024-01-15,2024-03-23,0.0,Feminino,2,0
26660,60328430684,DANIEL BORGES ABREU CUNHA,,CLIENTE INTERNET,,35660370,SAO CRISTOVAO,PARA DE MINAS,MG,,37999033433,daniel_026660@sgasoft.com.br,2024-01-17,2024-02-01,0.0,Masculino,2,0
26686,30530408910,GISELE VIEIRA RAMOS DUARTE,,CLIENTE ATIVO,SOLTEIRO,34000126,.,NOVA LIMA,MG,,,gisele_026686@sgasoft.com.br,2024-01-18,2024-02-17,0.0,Feminino,1,0
26690,57549336300,BEATRIZ CARVALHO LIMA CASTRO,2074-06-07,CLIENTE ATIVO,CASADO,32010010,CINCO,CONTAGEM,MG,,36935533347,beatriz_026690@sgasoft.com.br,2024-01-18,2024-06-07,0.0,Feminino,2,50
26691,62576175961,LUCCA ABREU LEAL GONCALVES,1979-01-05,CLIENTE INTERNO,OUTROS,34510205,VILA ESPERANCA,SABARA,MG,12798112811,,lucca_026691@sgasoft.com.br,2024-08-03,2024-10-29,0.0,Masculino,9,46
26732,35638604405,TATIANA MORAES NASCIMENTO DANTAS,,CLIENTE ATIVO,SOLTEIRO,32110000,PARQUE RECREIO,CONTAGEM,MG,,,tatiana_026732@sgasoft.com.br,2024-01-22,2024-11-22,0.0,Feminino,2,0
26752,95996104580,VALENTINA VARGAS MOREIRA BORGES,2004-12-30,CLIENTE ATIVO,OUTROS,34001448,MATADOURO,NOVA LIMA,MG,19182189298,,valentina_026752@sgasoft.com.br,2024-01-23,2024-11-19,600.0,Feminino,6,20
26771,51171334397,OTAVIO BORGES CARDOSO SAMPAIO,,CLIENTE INTERNET,,02615010,VILA AMELIA,SAO PAULO,SP,,44975473434,otavio_026771@sgasoft.com.br,2024-01-24,2024-02-10,0.0,Masculino,2,0
26772,55108173997,MIGUEL LISBOA SAMPAIO SANTOS,1996-12-11,CLIENTE ATIVO,OUTROS,34012880,STA RITA,NOVA LIMA,MG,11191111221,,miguel_026772@sgasoft.com.br,2024-01-24,2024-11-15,0.0,Masculino,5,28
26803,01363674960,JULIA RODRIGUES NOGUEIRA MARTINS,,CLIENTE ATIVO,SOLTEIRO,32010010,CINCO,CONTAGEM,MG,,,julia_026803@sgasoft.com.br,2024-01-26,2024-04-06,0.0,Feminino,1,0
26838,82489672630,BARBARA ABREU CARVALHO NOGUEIRA,,CLIENTE ATIVO,SOLTEIRO,34000273,.,NOVA LIMA,MG,,,barbara_026838@sgasoft.com.br,2024-01-29,2024-06-10,0.0,Feminino,3,0
26874,87588978015,DIEGO PEREIRA CARDOSO MENEZES,,CLIENTE ATIVO,OUTROS,00000000,BELA VISTA,CAETE,MG,,38978957755,diego_026874@sgasoft.com.br,2024-01-31,2024-11-18,564.0,Masculino,8,0
26875,91515617602,MATHEUS PEIXOTO COELHO MOURA,,CLIENTE INTERNET,,20511190,TIJUCA,RIO DE JANEIRO,RJ,,57995437954,matheus_026875@sgasoft.com.br,2024-02-01,2024-02-01,0.0,Masculino,1,0
26877,00569176867,GUILHERME PINHEIRO PEREIRA ARAUJO,,CLIENTE INTERNET,,35456108,NOVO ITABIRITO,ITABIRITO,MG,,,guilherme_026877@sgasoft.com.br,2024-02-01,2024-02-01,0.0,Masculino,1,0
26878,04596815402,EDUARDO DUARTE ALMEIDA FOGACA,,CLIENTE INTERNET,,13416005,SAO DIMAS,PIRACICABA,SP,,59995444477,eduardo_026878@sgasoft.com.br,2024-02-01,2024-02-01,0.0,Masculino,1,0
26879,19523645072,BENJAMIN MONTEIRO MARTINS DUARTE,,CLIENTE INTERNET,,20090001,CENTRO,RIO DE JANEIRO,RJ,,35964966455,benjamin_026879@sgasoft.com.br,2024-02-01,2024-02-01,0.0,Masculino,1,0
26880,23540384618,RICARDO OLIVEIRA SANTOS NASCIMENTO,,CLIENTE INTERNET,,04049050,MIRANDOPOLIS,SAO PAULO,SP,99999999999999,94984575753,ricardo_026880@sgasoft.com.br,2024-02-01,2024-02-01,0.0,Masculino,1,0
26881,27577013200,DAVI PIRES NOGUEIRA PEREIRA,,CLIENTE INTERNET,,13715000,ITOBILANDIA,ITOBI,SP,,,davi_026881@sgasoft.com.br,2024-02-01,2024-02-01,0.0,Masculino,1,0
26882,31504843835,GISELE BEZERRA FRANCO MELO,,CLIENTE INTERNET,,30441134,GUTIERREZ,BELO HORIZONTE,MG,,33999474440,gisele_026882@sgasoft.com.br,2024-02-01,2024-02-01,0.0,Feminino,1,0
26883,36521582453,MARIANA CAVALCANTI SOUZA OLIVEIRA,,CLIENTE INTERNET,,25960500,GRANJA GUARANI,TERESOPOLIS,RJ,,,mariana_026883@sgasoft.com.br,2024-02-01,2024-02-01,0.0,Feminino,1,0
26885,54586041641,LORENZO VARGAS FONSECA NASCIMENTO,,CLIENTE INTERNET,,30310000,SION,BELO HORIZONTE,MG,,44999075054,lorenzo_026885@sgasoft.com.br,2024-02-01,2024-02-01,0.0,Masculino,1,0
26886,59513780287,LARA CAVALCANTI MORAES ALMEIDA,,CLIENTE ATIVO,SOLTEIRO,34000126,.,NOVA LIMA,MG,,,lara_026886@sgasoft.com.br,2024-02-01,2024-02-02,0.0,Feminino,1,0
26887,63530510858,PAULO XAVIER FONSECA BARROS,,CLIENTE INTERNET,,77023064,PLANO DIRETOR SUL,PALMAS,TO,,53904050407,paulo_026887@sgasoft.com.br,2024-02-01,2024-02-01,0.0,Masculino,1,0
26888,67567249405,LAURA DINIZ ABREU MIRANDA,2058-08-17,CLIENTE ATIVO,VIUVO,34505710,ALTO DO CABRAL,SABARA,MG,7176721297,39999424402,laura_026888@sgasoft.com.br,2024-02-01,2024-11-26,1000.0,Feminino,6,66
26889,72594989940,LETICIA ABREU ANDRADE LISBOA,,CLIENTE INTERNET,,36045120,MANOEL HONORIO,JUIZ DE FORA,MG,,34988949799,leticia_026889@sgasoft.com.br,2024-02-02,2024-02-02,0.0,Feminino,1,0
26890,86511718549,DOUGLAS COELHO TEIXEIRA MENDES,,CLIENTE INTERNET,,59094670,PONTA NEGRA,NATAL,RN,,84997998778,douglas_026890@sgasoft.com.br,2024-02-02,2024-02-02,0.0,Masculino,1,0
26891,80448448130,LAURA VARGAS SOUZA FERREIRA,,CLIENTE INTERNET,,33120130,ASTECA (SAO BENEDITO,SANTA LUZIA,MG,,48944403444,laura_026891@sgasoft.com.br,2024-02-03,2024-02-03,0.0,Feminino,1,0
26893,99492916312,VALENTINA TEIXEIRA OLIVEIRA XAVIER,,CLIENTE INTERNET,,11060000,VILA MATHIAS,SANTOS,SP,99999999,,valentina_026893@sgasoft.com.br,2024-02-02,2024-02-02,0.0,Feminino,1,0
26894,03420656963,CAIO RAMOS SANTIAGO BARROS,,CLIENTE INTERNET,,18682100,VILA IRERE,LENCOIS PAULISTA,SP,1222621622,,caio_026894@sgasoft.com.br,2024-02-02,2024-02-02,0.0,Masculino,1,0
26895,18457485571,NICOLE GONCALVES RIBEIRO SILVA,,CLIENTE INTERNET,,47350000,CENTRO,SENTO SE,BA,,,nicole_026895@sgasoft.com.br,2024-02-02,2024-02-02,0.0,Feminino,1,0
26896,12484115105,FERNANDA NOGUEIRA TEIXEIRA PIRES,,CLIENTE INTERNET,,50740533,CRUZ DE REBOUCAS,IGARASSU,PE,,,fernanda_026896@sgasoft.com.br,2024-02-02,2024-02-02,0.0,Feminino,1,0
26898,21438683324,GISELE LIMA PIRES SANTOS,,CLIENTE INTERNET,,01257040,SUMARE,SAO PAULO,SP,999999999999,33967733453,gisele_026898@sgasoft.com.br,2024-02-02,2024-02-02,0.0,Feminino,1,0
26899,35465313960,DAVI HORTA DANTAS SANTANA,,CLIENTE ATIVO,SOLTEIRO,34000273,.,NOVA LIMA,MG,,,davi_026899@sgasoft.com.br,2024-02-02,2024-02-02,0.0,Masculino,1,0
26900,49482152522,GUSTAVO CAVALCANTI RIBEIRO FONSECA,,CLIENTE ATIVO,,34545210,ROCA GRANDE,SABARA,MG,,32954252275,gustavo_026900@sgasoft.com.br,2024-02-02,2024-02-02,0.0,Masculino,1,0
26901,44419882140,ISABELA JESUS GOMES CASTRO,1992-06-22,CLIENTE ATIVO,,34525170,FRANSCISCO DE MOURA,SABARA,MG,,32997282255,isabela_026901@sgasoft.com.br,2024-02-02,2024-02-02,0.0,Feminino,1,32
26904,66491080900,REBECA ELIAS MOREIRA BRAGA,,CLIENTE INTERNET,,22260000,BOTAFOGO,RIO DE JANEIRO,RJ,,,rebeca_026904@sgasoft.com.br,2024-02-02,2024-02-02,0.0,Feminino,1,0
26910,02353586490,LETICIA BARBOSA MELO NASCIMENTO,1986-05-10,CLIENTE ATIVO,OUTROS,34545210,SANTO ANTONIO,SABARA,MG,,36983599985,leticia_026910@sgasoft.com.br,2024-02-03,2024-10-29,500.0,Feminino,3,38
26914,20362424802,ELOA COSTA CAVALCANTI ALVES,,CLIENTE INTERNET,,31980000,SAO GABRIEL,BELO HORIZONTE,MG,99999999999999,22999542425,eloa_026914@sgasoft.com.br,2024-02-03,2024-02-03,0.0,Feminino,2,0
26915,24399153431,TAINA SOUSA BARBOSA ELIAS,,CLIENTE INTERNET,,13607557,PARQUE TERRAS DE SAN,ARARAS,SP,1933219627,,taina_026915@sgasoft.com.br,2024-02-03,2024-02-03,0.0,Feminino,1,0
26916,36603059282,ALICE CUNHA RIBEIRO MOREIRA,,CLIENTE INTERNET,,30518030,VISTA ALEGRE,BELO HORIZONTE,MG,,39995095953,alice_026916@sgasoft.com.br,2024-02-03,2024-02-03,0.0,Feminino,1,0
26917,30630788839,CECILIA SANTANA MORAES XAVIER,,CLIENTE INTERNET,,95020472,CENTRO,CAXIAS DO SUL,RS,,54999500847,cecilia_026917@sgasoft.com.br,2024-02-03,2024-02-03,0.0,Feminino,1,0
26918,45657517474,RODRIGO SAMPAIO OLIVEIRA CASTRO,,CLIENTE INTERNET,,59072430,FELIPE CAMARAO,NATAL,RN,879876756,,rodrigo_026918@sgasoft.com.br,2024-02-03,2024-02-03,0.0,Masculino,1,0
26919,59684257090,DOUGLAS BORGES BEZERRA COELHO,,CLIENTE INTERNET,,35147000,CENTRO,ACUCENA,MG,22222222,,douglas_026919@sgasoft.com.br,2024-02-03,2024-02-03,0.0,Masculino,1,0
26920,53611986682,DANIEL RAMOS FERREIRA SILVEIRA,,CLIENTE INTERNET,,76304000,SETOR INDEPENDENCIA,IPIRANGA DE GOIAS,GO,,,daniel_026920@sgasoft.com.br,2024-02-03,2024-02-03,0.0,Masculino,1,0
26921,68638716290,CAUA DUARTE COSTA MOREIRA,,CLIENTE INTERNET,,32140480,NOVO PROGRESSO,CONTAGEM,MG,77777777,,caua_026921@sgasoft.com.br,2024-02-03,2024-02-03,0.0,Masculino,1,0
26922,62665455862,ALESSANDRA COELHO DANTAS MARQUES,,CLIENTE INTERNET,,33900210,SANTA FE (JUSTINOPOL,RIBEIRAO DAS NEVES,MG,,49955359530,alessandra_026922@sgasoft.com.br,2024-02-03,2024-02-03,0.0,Feminino,1,0
26924,81629914096,MATHEUS CUNHA MOURA PECANHA,,CLIENTE INTERNET,,37110000,CHAPADA,ELOI MENDES,MG,999999999999,,matheus_026924@sgasoft.com.br,2024-02-03,2024-02-03,0.0,Masculino,1,0
26929,12555681949,CAUA LOPES LEAL RAMOS,,CLIENTE INTERNET,,31360160,SANTA TEREZINHA,BELO HORIZONTE,MG,,31971859118,caua_026929@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Masculino,1,0
26930,17582320565,DANIEL VIEIRA FERREIRA PINHEIRO,,CLIENTE INTERNET,,30310800,SION,BELO HORIZONTE,MG,,30927022334,daniel_026930@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26931,21509150145,LUCCA CAMPOS FRANCO SA,,CLIENTE INTERNET,,23047160,CAMPO GRANDE,RIO DE JANEIRO,RJ,,90990000400,lucca_026931@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26932,25536889702,ALICE QUEIROZ SARAIVA GONCALVES,,CLIENTE INTERNET,,33110000,CONJUNTO CRISTINA (S,SANTA LUZIA,MG,88888888,,alice_026932@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Feminino,1,0
26933,39563629345,EMANUEL CORREIA CALDAS DIAS,,CLIENTE INTERNET,,03912280,VILA RICA,SAO PAULO,SP,,99924754453,emanuel_026933@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26934,44590358980,RAFAEL CUNHA SOUSA CORREIA,,CLIENTE INTERNET,,21361020,VAZ LOBO,RIO DE JANEIRO,RJ,,08953573353,rafael_026934@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26935,48517087500,DAVI ALBUQUERQUE CARVALHO RIBEIRO,,CLIENTE INTERNET,,50070200,PAISSANDU,RECIFE,PE,,87990590054,davi_026935@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26937,57572556760,GUSTAVO FRANCO CARVALHO GONCALVES,,CLIENTE INTERNET,,18605160,COHAB 1,BOTUCATU,SP,,,gustavo_026937@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26938,40969207700,MARIA SOLEDAD GARRIDO CARRERA,,CLIENTE INTERNET,,17060150,VILA CAMARGO,BAURU,SP,9999999999,14997935745,CPF_40969207700@mktp.netshoes.com.br,2024-02-06,2024-02-07,0.0,Empresa,1,0
26939,75526025977,HENRIQUE LEAL SANTANA BARBOSA,,CLIENTE INTERNET,,01536001,CAMBUCI,SAO PAULO,SP,,55992493700,henrique_026939@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26940,70553754521,FERNANDO FOGACA NOGUEIRA PINHEIRO,,CLIENTE INTERNET,,09961540,CASA GRANDE,DIADEMA,SP,,,fernando_026940@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26941,84570584101,VITOR MENDES CASTRO NASCIMENTO,,CLIENTE INTERNET,,04610010,PARQUE COLONIAL,SAO PAULO,SP,,4450934495,vitor_026941@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26942,88507223702,ANA DANTAS FERREIRA DINIZ,,CLIENTE INTERNET,,18464144,VILA BECA,ITARARE,SP,,35923372343,ana_026942@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Feminino,1,0
26943,93534953347,VANESSA JESUS DIAS MARTINS,,CLIENTE INTERNET,,25555541,JARDIM MERITI,SAO JOAO DE MERITI,RJ,,43995957970,vanessa_026943@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Feminino,1,0
26946,16416251124,ANTONIA BRAGA COELHO CAMPOS,,CLIENTE INTERNET,,31130000,CONCORDIA,BELO HORIZONTE,MG,,,antonia_026946@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Feminino,1,0
26947,10443990743,JULIA VIEIRA CAMPOS BONFIM,,CLIENTE INTERNET,,04660000,JARDIM MARAJOARA,SAO PAULO,SP,,00977333570,julia_026947@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Feminino,1,0
26948,24460620324,SAMUEL SIQUEIRA NASCIMENTO VIEIRA,,CLIENTE INTERNET,,18035002,CENTRO,SOROCABA,SP,,05920230507,samuel_026948@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26949,29497459890,CAIO BRAGA FERREIRA SANTIAGO,,CLIENTE INTERNET,,35660370,SAO CRISTOVAO,PARA DE MINAS,MG,,99947754307,caio_026949@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26950,33424198498,LAURA FREITAS MORAES ARAUJO,,CLIENTE INTERNET,,31010120,SANTA TEREZA,BELO HORIZONTE,MG,9999999999999,38999977808,laura_026950@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26951,47441828015,JULIA CALDAS CASTRO COELHO,,CLIENTE INTERNET,,86050430,JARDIM DO LAGO,LONDRINA,PR,,43999433033,julia_026951@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Feminino,1,0
26952,42478657651,DIEGO BRAGA DANTAS BARROS,,CLIENTE INTERNET,,06786410,JARDIM DAS MARGARIDA,TABOAO DA SERRA,SP,,77960454037,diego_026952@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26953,56405397203,REBECA SA SIQUEIRA PIRES,,CLIENTE INTERNET,,04857135,JARDIM MARILDA,SAO PAULO,SP,,77993740795,rebeca_026953@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Feminino,1,0
26954,50422126802,ANTONIA ARAUJO BEZERRA MIRANDA,,CLIENTE INTERNET,,23015070,CAMPO GRANDE,RIO DE JANEIRO,RJ,,26922602352,antonia_026954@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Feminino,1,0
26955,64459856450,DANIEL MENEZES CORREIA SILVA,,CLIENTE INTERNET,,85139400,SAO JOSE OPERARIO,GUARAPUAVA,PR,9999999999999,,daniel_026955@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26956,79487595066,PAULO XAVIER SARAIVA PECANHA,,CLIENTE INTERNET,,17730000,CENTRO,PARAPUA,SP,,59995494095,paulo_026956@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26957,73414324628,ALESSANDRA LISBOA BARBOSA ELIAS,,CLIENTE INTERNET,,18207200,VILA NASTRI,ITAPETININGA,SP,,45993474370,alessandra_026957@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26958,87431064209,VITOR SILVEIRA FRANCO CAVALCANTI,1991-06-24,CLIENTE ATIVO,OUTROS,34535100,PACIENCIA,SABARA,MG,,34974476775,vitor_026958@sgasoft.com.br,2024-02-05,2024-12-04,0.0,Masculino,6,33
26959,98709328270,DIEGO RAMOS SANTOS SIQUEIRA,,CLIENTE INTERNET,,18737040,VILA CAPITAO CEZARIO,ITAI,SP,,84997789509,diego_026959@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Masculino,1,0
26960,02736157850,TATIANA SANTOS ARAUJO QUEIROZ,,CLIENTE INTERNET,,13219072,VILA NAMBI,JUNDIAI,SP,,77973703577,tatiana_026960@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Feminino,1,0
26961,17753897403,GISELE ARAUJO SILVA CORREIA,,CLIENTE INTERNET,,05406000,PINHEIROS,SAO PAULO,SP,,77945997999,gisele_026961@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26962,11680626086,HELENA. GONCALVES COSTA CUNHA,,CLIENTE INTERNET,,30850000,DOM BOSCO,BELO HORIZONTE,MG,,,helena._026962@sgasoft.com.br,2024-02-05,2024-02-05,0.0,Feminino,1,0
26966,38699554494,ALINE VIEIRA DIAS QUEIROZ,1995-03-21,CLIENTE INTERNO,CASADO,34525410,ADELMOLANDIA,SABARA,MG,,34955055457,aline_026966@sgasoft.com.br,2024-02-05,2024-11-16,0.0,Feminino,24,29
26968,57643023581,BEATRIZ LOPES VARGAS ALBUQUERQUE,,CLIENTE INTERNET,,13317660,VILLAREJO SOPE SERRA,CABREUVA,SP,,33922237924,beatriz_026968@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26969,51670752119,VANESSA MARTINS SIQUEIRA TEIXEIRA,,CLIENTE INTERNET,,86360000,SAN RAFAEL,BANDEIRANTES,PR,,43995337570,vanessa_026969@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26970,66607591744,PATRICIA FRANCO FERNANDES BORGES,,CLIENTE INTERNET,,03687010,JARDIM ARTUR ALVIM,SAO PAULO,SP,,11959550119,patricia_026970@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26971,60624221334,CAROLINA LEAL FERREIRA COELHO,,CLIENTE INTERNET,,33202670,GAVEA,VESPASIANO,MG,,31929345991,carolina_026971@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26972,74651960944,CECILIA BEZERRA MENEZES ALMEIDA,,CLIENTE INTERNET,,83709500,CAMPINA DA BARRA,ARAUCARIA,PR,,,cecilia_026972@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26973,89688790524,ANA ALMEIDA MONTEIRO LISBOA,,CLIENTE INTERNET,,05083140,ALTO DA LAPA,SAO PAULO,SP,1166876276,,ana_026973@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26976,92669998305,LARA CARDOSO ANDRADE SAMPAIO,,CLIENTE INTERNET,,37901300,VILA RICA,PASSOS,MG,,35999778995,lara_026976@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26977,06687627996,CARLOS FREITAS CAVALCANTI FONSECA,,CLIENTE INTERNET,,39445018,SAO GONCALO,JANAUBA,MG,66666666,,carlos_026977@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Masculino,1,0
26978,10614467519,MATHEUS PINHEIRO MOURA NASCIMENTO,,CLIENTE INTERNET,,28460000,SANTA TERESA,MIRACEMA,RJ,,44967743457,matheus_026978@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Masculino,1,0
26979,15541196183,ALICE MOREIRA CARDOSO RIBEIRO,,CLIENTE INTERNET,,06408180,JARDIM REGINA ALICE,BARUERI,SP,,66966466043,alice_026979@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26980,29578925700,HELENA. PINTO ABREU ALBUQUERQUE,,CLIENTE INTERNET,,38405355,ALTO UMUARAMA,UBERLANDIA,MG,,34999779559,helena._026980@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26981,23595665392,RAUL SILVA FONSECA DANTAS,2053-09-18,CLIENTE ATIVO,OUTROS,34525400,FOGO APAGOU,SABARA,MG,998252256,35996960696,raul_026981@sgasoft.com.br,2024-06-28,2024-06-28,500.0,Masculino,1,71
26982,37522394929,TAINA ROCHA BARROS NASCIMENTO,,CLIENTE INTERNET,,31130000,CONCORDIA,BELO HORIZONTE,MG,,,taina_026982@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Feminino,1,0
26983,42559124599,GISELE CALDAS CAMPOS ALBUQUERQUE,,CLIENTE INTERNET,,20520150,TIJUCA,RIO DE JANEIRO,RJ,,94979400424,gisele_026983@sgasoft.com.br,2024-02-07,2024-02-07,0.0,Feminino,1,0
26984,46576863136,FELIPE MELO XAVIER FONSECA,,CLIENTE INTERNET,,95955000,CENTRO,COQUEIRO BAIXO,RS,,53993635363,felipe_026984@sgasoft.com.br,2024-02-06,2024-02-06,0.0,Masculino,1,0
26986,55530322379,NATALIA BONFIM LIMA MONTEIRO,2072-05-17,CLIENTE ATIVO,SOLTEIRO,34505140,.,SABARA,MG,,32993207430,natalia_026986@sgasoft.com.br,2024-02-07,2024-02-07,0.0,Feminino,1,52
26990,82539260659,HENRIQUE MENEZES PEIXOTO SOUZA,,CLIENTE INTERNET,,57309470,SENADOR NILO COELHO,ARAPIRACA,AL,,69999040990,henrique_026990@sgasoft.com.br,2024-02-07,2024-02-07,0.0,Masculino,1,0
26991,86566099204,PATRICIA MONTEIRO MOURA LISBOA,,CLIENTE INTERNET,,34002330,CASCALHO,NOVA LIMA,MG,,,patricia_026991@sgasoft.com.br,2024-02-07,2024-02-07,0.0,Feminino,1,0
26992,91593738811,JOAQUIM PIRES MENEZES PEREIRA,,CLIENTE INTERNET,,42710120,BURAQUINHO,LAURO DE FREITAS,BA,,78933457884,joaquim_026992@sgasoft.com.br,2024-02-07,2024-02-07,0.0,Masculino,1,0
26993,05520568472,BIANCA PEIXOTO LIMA MIRANDA,,CLIENTE INTERNET,,09111000,VILA HOMERO THON,SANTO ANDRE,SP,,88955035930,bianca_026993@sgasoft.com.br,2024-02-07,2024-02-07,0.0,Feminino,1,0
26994,09547297066,RODRIGO HORTA LISBOA SOUZA,,CLIENTE INTERNET,,56850000,FATIMA,FLORES,PE,,97997399777,rodrigo_026994@sgasoft.com.br,2024-02-07,2024-02-07,0.0,Masculino,1,0
26995,14574937645,ALICE CASTRO MONTEIRO MARQUES,,CLIENTE INTERNET,,69919056,LOTEAMENTO DOS ENGEN,RIO BRANCO,AC,,37933059979,alice_026995@sgasoft.com.br,2024-02-07,2024-02-07,0.0,Feminino,1,0
26996,18401766281,LARISSA FRANCO FERNANDES SANTOS,,CLIENTE INTERNET,,32920000,CENTRO,SAO JOAQUIM DE BICAS,MG,,,larissa_026996@sgasoft.com.br,2024-02-07,2024-02-07,0.0,Feminino,1,0
26997,22429495864,ARTHUR RAMOS VARGAS FONSECA,,CLIENTE INTERNET,,50930180,TEJIPIO,RECIFE,PE,44444444,,arthur_026997@sgasoft.com.br,2024-02-07,2024-02-07,0.0,Masculino,1,0
